Name,SellPrice,BuyPrice,AvgSellPrice,AvgBuyPrice,Sold,Bought,Profit,RelProfit,PotProfit,ApproxOffers
marble floor,60000,2000,61999,692,4,3,58000,29.0,174000,0
marked crate,200,0,240,0,3,0,200,0,0,0
marlin,4999,1000,5602,1375,4,12,3999,4.0,15996,0
marlin trophy,23999,5556,24779,5558,5,2,18443,3.32,36886,2
marsh stalker beak,148,5,106,27,15,167,143,28.6,2145,0
marsh stalker feather,884,564,1019,680,228,511,320,0.57,72960,8
master archer's armor,198952,173003,179506,151383,95,60,25949,0.15,1556940,1
mastermind potion,513,470,548,480,2715,2357,43,0.09,101351,2
mastermind shield,51899,49730,51019,49741,409,680,2169,0.04,887121,1
maxilla,18719,2010,19800,2004,1,2,16709,8.31,16709,0
maxilla maximus,394399,320300,436930,379722,31,25,74099,0.23,1852475,1
maxxen santa,97900,25000,0,0,0,0,72900,2.92,0,0
maxxenius head,700000,180000,0,0,0,0,520000,2.89,0,0
meat,1500,0,171,0,105,0,1500,0,0,0
meat shield,3000,3000,66552,3000,1,1,0,0.0,0,0
meaty vortex,125000,0,0,0,0,0,125000,0,0,0
mechanical fish,1750,1,1988,1,9,2,1749,1749.0,3498,0
mechanical fishing rod,1400,87,1603,91,10,8,1313,15.09,10504,0
medal of valiance,5000000,348700,0,291600,0,4,4651300,13.34,0,0
medicine pouch,5873,5301,6560,5386,734,1431,572,0.11,419848,2
medusa shield,9997,8735,10166,8876,129,789,1262,0.14,162798,2
medusa skull,1999998,700001,1888888,700001,2,1,1299997,1.86,1299997,0
megalomania's essence,3000000,1100000,3000000,0,1,0,1900000,1.73,0,0
megalomania's skull,-1,750000,0,0,0,0,-750001,-1.0,0,0
melon,500,2,325,2,4,1,498,249.0,498,1
melting horn,54300,27600,57003,22501,18,11,26700,0.97,293700,3
memory crystal,55000,0,57000,0,1,0,55000,0,0,0
memory stone,14888,0,16400,0,2,0,14888,0,0,1
menacing egg,-1,2000000,0,0,0,0,-2000001,-1.0,0,0
mercenary sword,11999,11285,11610,11512,37,1264,714,0.06,26418,1
meringue cake,100,1,99,36,6,18,99,99.0,594,1
message in a bottle,-1,0,0,0,0,0,-1,0,0,0
metal bat,9296,6707,8568,6383,22,112,2589,0.39,56958,0
metal fitting,4900,700,5565,460,19,5,4200,6.0,21000,1
metal jaw,439,30,439,115,4,89,409,13.63,1636,1
metal spats,2000,1041,2105,1687,11,280,959,0.92,10549,0
metal spike,587,239,1367,302,281,159,348,1.46,55332,2
metal toe,225,225,450,59,2,23,0,0.0,0,0
midnight sarong,15498000,12016000,15095082,12852857,24,14,3482000,0.29,48748000,1
midnight shard,3997,1851,6233,3193,8,62,2146,1.16,17168,3
midnight tunic,7299000,5101000,6313469,5352856,17,20,2198000,0.43,37366000,4
might ring,5194,4905,5310,4982,3409,1531,289,0.06,442459,3
mighty helm of green sparks,365000,30000,382476,0,2,0,335000,11.17,0,0
mind stone,157,85,157,112,4,481,72,0.85,288,2
mini mummy,159535,27000,107209,49850,4,6,132535,4.91,530140,1
mining helmet,600,5,1274,27,4,6,595,119.0,2380,0
mino lance,6917,4500,6728,5620,27,163,2417,0.54,65259,2
mino shield,2500,1003,2902,2683,61,1085,1497,1.49,91317,2
minor crystalline token,8399,7052,10336,8791,321,285,1347,0.19,383895,5
minotaur backpack,997,31,1582,217,77,33,966,31.16,31878,2
minotaur horn,72,50,71,61,37,944,22,0.44,814,3
minotaur leather,139,75,142,64,266,745,64,0.85,17024,2
minotaur statue kit,-1,100000,0,0,0,0,-100001,-1.0,0,0
minotaur trophy,2500,350,498,268,40,280,2150,6.14,86000,1
miraculum,54,12,153,16,5,174,42,3.5,210,1
mirror,2000000,1000000,2000000,1000000,1,1,1000000,1.0,1000000,2
model ship,1200,506,1199,501,3,40,694,1.37,2082,0
modified crossbow,22499,7347,10989,7482,52,74,15152,2.06,787904,0
molten plate,245000000,20000000,0,0,0,0,225000000,11.25,0,0
molten wax,20400,13,18123,13,11,5,20387,1568.23,101935,0
monkey statue 'hear' kit,4999,0,4999,0,1,0,4999,0,0,0
monkey statue 'see' kit,4999,0,4999,0,1,0,4999,0,0,0
monkey statue 'speak' kit,4999,0,4999,0,1,0,4999,0,0,0
mooh'tah plate,6998,5141,6039,5270,36,460,1857,0.36,66852,1
mooh'tah shell,554,271,1062,414,501,438,283,1.04,123954,7
moohtant cudgel,13848,9451,13243,8954,18,40,4397,0.47,79146,1
moohtant horn,9950,6222,12172,9504,344,249,3728,0.6,928272,7
moon backpack,48400,19010,42592,21456,80,63,29390,1.55,1851570,4
moon flower,398,0,420,0,5,0,398,0,0,0
moon mirror,21629,5122,18581,7905,492,286,16507,3.22,4721002,3
moonlight crystals,47,5,80,18,830,294,42,8.4,12348,2
moonlight rod,249,142,338,135,179,691,107,0.75,19153,2
moonstone,13990,10900,13111,12221,3,391,3090,0.28,9270,0
morbid tapestry,-1,550,0,0,0,0,-551,-1.0,0,0
morgaroth's heart,10100000,5200000,10024999,5200000,4,1,4900000,0.94,4900000,0
morik's helmet,34500,5,24780,5,5,1,34495,6899.0,34495,0
morning star,120,61,183,57,40,174,59,0.97,2360,0
mortal mace,139500,80900,90352,62024,29,28,58600,0.72,1640800,1
mossmasher figurine,78999,5035,64499,0,2,0,73964,14.69,0,1
mother soil,10000,10000,75000,10000,1,1,0,0.0,0,0
mould heart,-1,0,0,0,0,0,-1,0,0,0
mould robe,-1,400,0,400,0,4,-401,-1.0,0,0
mouldy cheese,1,0,5,0,33,0,1,0,0,0
mouldy powder,186,120,185,136,5,243,66,0.55,330,0
mr. punish's handcuffs,997000,200600,924857,0,7,0,796400,3.97,0,0
muck remover,-1,1000,0,0,0,0,-1001,-1.0,0,0
muck rod,5950,5915,5979,5831,32,1254,35,0.01,1120,1
mucus plug,399,250,400,135,23,165,149,0.6,3427,1
mug,-1,122222,0,0,0,0,-122223,-1.0,0,0
mummy disguise,-1,-1,-1,-1,-1,-1,0,0,0,-1
mushroom backpack,147,10,547,119,96,85,137,13.7,11645,1
mushroom pie,30,3,51,3,61,47,27,9.0,1269,1
mushroom spores,65000,220,60000,0,3,0,64780,294.45,0,0
music box,1799000,1222227,1900288,1348687,41,27,576773,0.47,15572871,1
music sheet,490,1,348,3,84,27,489,489.0,13203,0
musician's bow,12999,3000,13333,3000,3,3,9999,3.33,29997,0
mutant bone boots,49999999,35000000,49999999,35000000,1,1,14999999,0.43,14999999,0
mutant bone kilt,28990000,23022000,32992666,23022000,3,1,5968000,0.26,5968000,1
mutated bat ear,450,324,429,319,6,111,126,0.39,756,2
mutated flesh,48,20,39,41,6,177,28,1.4,168,0
mutated rat tail,280,140,371,139,15,121,140,1.0,2100,0
mutated skin armor,56899000,28022000,48469499,30686592,4,3,28877000,1.03,86631000,1
mutated skin legs,4500001,4500001,8500000,5833333,9,3,0,0.0,0,0
mycological bow,34570,30010,36963,32170,34,110,4560,0.15,155040,1
mycological mace,9999,2305,21220,2272,18,15,7694,3.34,115410,0
mysterious fetish,27,18,41,7,8,253,9,0.5,72,1
mysterious remains,2099,1257,1769,1288,214,968,842,0.67,180188,2
mysterious voodoo skull,4999,3300,3981,3036,33,175,1699,0.51,56067,0
mystic blade,5000,0,5000,0,1,0,5000,0,0,0
mystic root,3000,0,2750,0,2,0,3000,0,0,0
mystic turban,150,100,266,159,11,400,50,0.5,550,0
mystical hourglass,1089,661,959,555,453,315,428,0.65,134820,2
mythril axe,30000000,20000000,26916666,20000000,4,1,10000000,0.5,10000000,0
naga axe,2140000,1502000,1876292,1561009,26,14,638000,0.42,8932000,1
naga basin,-1,-1,-1,-1,-1,-1,0,0,0,-1
naga club,2555000,1453001,2085535,1465969,28,12,1101999,0.76,13223988,2
naga crossbow,9998000,7514000,8824404,7605674,42,37,2484000,0.33,91908000,2
naga quiver,10241000,8704001,11861906,8804287,6,7,1536999,0.18,9221994,0
naga rod,2421000,1704000,2204635,1697102,37,21,717000,0.42,15057000,2
naga sword,13377000,11074000,12865956,10101200,23,10,2303000,0.21,23030000,0
naga wand,2249000,1702000,2046454,1608541,16,19,547000,0.32,8752000,2
naginata,10000,1005,5850,1016,2,7,8995,8.95,17990,0
nail,528,290,517,400,7,497,238,0.82,1666,1
nail case,244300,110000,342199,179840,4,5,134300,1.22,537200,0
native armor,-1,0,0,0,0,0,-1,0,0,0
natural soil,2043,2043,9253,1213,44,12,0,0.0,0,1
nature magic spellbook,-1,0,0,0,0,0,-1,0,0,0
nautical map,-1,-1,-1,-1,-1,-1,0,0,0,-1
necklace of the deep,4969,3571,4089,3125,1292,813,1398,0.39,1136574,5
necromancer shield,200000,80163,160484,94959,56,34,119837,1.49,4074458,3
necromantic robe,299,1,299,217,2,120,298,298.0,596,0
necromantic rust,363,248,374,258,6,186,115,0.46,690,0
necrotic rod,1333,923,1048,892,154,1467,410,0.44,63140,1
net,454,1,498,90,4,6,453,453.0,1812,1
nettle blossom,100,40,100,40,1,5,60,1.5,60,0
nettle spit,300,8,379,5,4,25,292,36.5,1168,0
neutral matter,-1,0,0,0,0,0,-1,0,0,0
nightmare beast santa,134595,102001,158110,102001,1,1,32594,0.32,32594,0
nightmare blade,34994,34735,34993,34818,8,1025,259,0.01,2072,1
nightmare hook,25000,1,24099,5005,4,2,24999,24999.0,49998,2
nightmare horn,12000000,10006000,11233790,10003000,14,4,1994000,0.2,7976000,0
nightmare shield,132511,132511,247326,172079,50,27,0,0.0,0,1
nightmare teddy,39910,11000,54547,15028,2,7,28910,2.63,57820,0
noble amulet,800000,409000,0,388666,0,6,391000,0.96,0,0
noble armor,1498,550,4699,550,7,17,948,1.72,6636,0
noble axe,10194,9685,10282,9697,35,1120,509,0.05,17815,1
noble cape,500000,378000,0,382100,0,10,122000,0.32,0,0
noble sword,3700000,230000,1992962,0,3,0,3470000,15.09,0,1
noble turban,-1,185,0,147,0,10,-186,-1.01,0,0
nomad parchment,2400,1000,8861,1933,89,55,1400,1.4,77000,0
norse shield,2000,512,1624,507,8,42,1488,2.91,11904,0
norseman doll,1200000,900000,1195000,0,2,0,300000,0.33,0,0
northern fishburger,9999,540,3951,969,32,32,9459,17.52,302688,2
northern pike,49574,45000,56013,43913,165,193,4574,0.1,754710,4
northern star,49900,10000,54557,7660,5,7,39900,3.99,199500,1
northwind rod,1478,1210,1519,1367,115,1130,268,0.22,30820,4
nose ring,1599999,1201000,1389924,1056928,41,21,398999,0.33,8378979,3
note from the thieves guild,-1,0,0,0,0,0,-1,0,0,0
notes and coordinates,-1,-1,-1,-1,-1,-1,0,0,0,-1
observer tapestry,13999,7500,11828,4683,26,23,6499,0.87,149477,1
obsidian knife,15692,6606,21883,10831,361,194,9086,1.38,1762684,2
obsidian lance,666,310,578,311,112,354,356,1.15,39872,1
obsidian truncheon,40000,2035,23095,4397,23,13,37965,18.66,493545,0
obsidian zaoan bishop,2000,0,3000,0,2,0,2000,0,0,0
obsidian zaoan king,2000,0,4886,0,1,0,2000,0,0,0
obsidian zaoan knight,1400,0,1500,0,2,0,1400,0,0,0
obsidian zaoan pawn,7999,500,7999,823,5,8,7499,15.0,37495,2
obsidian zaoan queen,186888,58000,147444,58000,2,1,128888,2.22,128888,0
obsidian zaoan rook,2000,0,2999,0,4,0,2000,0,0,0
obujos' shell,12994000,9503000,14600000,10752000,1,4,3491000,0.37,3491000,0
obvious piece of cloth,999,1,1340,31,67,22,998,998.0,21956,0
oceanborn leviathan armor,22000000,18551000,0,18725500,0,2,3449000,0.19,0,3
odd hat,40000,3000,32500,10166,2,3,37000,12.33,74000,0
odd organ,381,280,383,316,8,219,101,0.36,808,0
ogre choppa,999,445,1355,742,7,124,554,1.24,3878,2
ogre ear stud,171,85,172,102,15,261,86,1.01,1290,1
ogre klubba,1400,1262,2094,1384,6,106,138,0.11,828,1
ogre nose ring,499,400,852,512,73,240,99,0.25,7227,2
ogre scepta,2800,2300,3309,2274,14,71,500,0.22,7000,0
oil lamp,200000,0,0,0,0,0,200000,0,0,0
old cape,299900,30000,157725,31390,5,4,269900,9.0,1079600,1
old encrypted text,-1,0,0,0,0,0,-1,0,0,0
old girtablilu carapace,-1,360,0,319,0,17,-361,-1.0,0,0
old iron,11950,1,12099,0,4,0,11949,11949.0,0,0
old parchment,475,301,450,280,9,101,174,0.58,1566,0
old pirate poem,-1,0,0,0,0,0,-1,0,0,0
old power core,57000,0,58950,0,2,0,57000,0,0,0
old rag,150,10,0,10,0,10,140,14.0,0,0
old royal diary,286989,210000,0,199181,0,11,76989,0.37,0,0
old and used backpack,5999999,5000000,5399999,5000000,2,1,999999,0.2,999999,0
ominous piece of cloth,500,1,605,32,71,33,499,499.0,16467,0
one hit wonder,51200400,105700,0,0,0,0,51094700,483.39,0,0
onion,400,5,497,5,1,1,395,79.0,395,0
onyx arrow,8,7,7,5,1000,248,1,0.14,248,0
onyx chip,650,495,804,492,9,1104,155,0.31,1395,1
onyx flail,22000,20735,24055,20717,17,339,1265,0.06,21505,2
onyx pendant,3397,3380,3889,3334,38,213,17,0.01,646,0
opal,522,475,469,482,3,734,47,0.1,141,1
orange,17998,2000,11670,2208,19,22,15998,8.0,303962,1
orange backpack,48,2,50,6,149,286,46,23.0,6854,2
orange bag,288,3,320,4,15,6,285,95.0,1710,0
orange fireworks powder,290,25,232,16,13,48,265,10.6,3445,1
orange fireworks rocket,-1,-1,-1,-1,-1,-1,0,0,0,-1
orange mushroom,277,65,277,66,1,65,212,3.26,212,0
orange star,1749,0,3252,0,3,0,1749,0,0,0
orange tapestry,800,0,800,0,3,0,800,0,0,0
orb,3490000,2501000,4049747,2502500,4,2,989000,0.4,1978000,1
orc leather,25,11,25,14,4,421,14,1.27,56,1
orc tooth,495,161,554,206,251,478,334,2.07,83834,6
orc trophy,9900,401,10000,400,1,10,9499,23.69,9499,1
orc tusk,600,234,415,116,17,51,366,1.56,6222,0
orc's jaw shredder,1200000,150001,999999,0,3,0,1049999,7.0,0,0
orcish axe,499,253,3158,262,43,129,246,0.97,10578,2
orcish gear,197,66,115,67,5,210,131,1.98,655,0
orcish maul,-1,0,0,0,0,0,-1,0,0,0
orclops santa,115000,25000,0,0,0,0,90000,3.6,0,0
orichalcum pearl,35,29,40,26,69,498,6,0.21,414,0
oriental shoes,15100,14600,15610,14409,64,662,500,0.03,32000,2
ornamented axe,37900,12000,25252,12146,18,22,25900,2.16,466200,1
ornamented brooch,19900,10001,37853,10548,24,22,9899,0.99,217778,3
ornamented shield,8000,1111,8000,1069,1,15,6889,6.2,6889,0
ornate carving axe,1499,0,1499,0,1,0,1499,0,0,0
ornate carving blade,22200,0,12200,0,2,0,22200,0,0,0
ornate carving chopper,1499,0,1494,0,2,0,1499,0,0,3
ornate carving hammer,59900,0,0,0,0,0,59900,0,0,1
ornate carving mace,24800,0,0,0,0,0,24800,0,0,0
ornate carving rod,19800,0,19880,0,10,0,19800,0,0,1
ornate carving slayer,2990,100,9499,100,2,1,2890,28.9,2890,1
ornate carving wand,25000,0,25645,0,4,0,25000,0,0,0
ornate chestplate,4985000,4701000,4853900,4535837,98,90,284000,0.06,25560000,5
ornate crossbow,12110,10782,11828,10435,86,482,1328,0.12,114208,3
ornate legs,80000,28012,86645,60452,109,82,51988,1.86,4263016,2
ornate locket,29500,17090,0,16216,0,41,12410,0.73,0,0
ornate mace,114900,35200,151047,35226,13,3,79700,2.26,239100,1
ornate mayhem axe,2000,0,1582,0,6,0,2000,0,0,0
ornate mayhem blade,198000,0,0,0,0,0,198000,0,0,0
ornate mayhem chopper,195000,0,0,0,0,0,195000,0,0,0
ornate mayhem hammer,88900,0,0,0,0,0,88900,0,0,0
ornate mayhem mace,1000,0,1493,0,2,0,1000,0,0,1
ornate mayhem rod,49000,0,53660,0,5,0,49000,0,0,1
ornate mayhem slayer,1199,2,999,0,2,0,1197,598.5,0,0
ornate mayhem wand,24800,0,25200,0,6,0,24800,0,0,0
ornate remedy axe,1499,0,1499,0,2,0,1499,0,0,0
ornate remedy blade,27990,1,28950,0,2,0,27989,27989.0,0,0
ornate remedy chopper,1499,0,1499,0,3,0,1499,0,0,0
ornate remedy hammer,5990,0,0,0,0,0,5990,0,0,2
ornate remedy mace,59800,0,0,0,0,0,59800,0,0,2
ornate remedy rod,21000,1,23947,1,5,2,20999,20999.0,41998,0
ornate remedy slayer,1499,1,1499,0,2,0,1498,1498.0,0,0
ornate remedy wand,23888,0,24437,0,4,0,23888,0,0,0
ornate shield,96999,67600,154000,105877,88,86,29399,0.43,2528314,3
orshabaal's brain,-1,500000,0,0,0,0,-500001,-1.0,0,0
oven kit,-1,100000,0,100000,0,1,-100001,-1.0,0,0
oven spatula,-1,0,0,0,0,0,-1,0,0,0
package of potions,-1,-1,-1,-1,-1,-1,0,0,0,-1
pair of dreamwalkers,1638000,1254100,1973816,1660979,102,83,383900,0.31,31863700,5
pair of earmuffs,1497,514,1305,513,8,58,983,1.91,7864,0
pair of hellflayer horns,1199,1047,1199,1002,1,71,152,0.15,152,0
pair of iron fists,2900,2010,3890,3309,5,143,890,0.44,4450,1
pair of nightmare boots,325000,195329,390841,303510,160,143,129671,0.66,18542953,5
pair of old bracers,0,0,152222,0,1,0,0,0,0,0
pair of soulstalkers,127987000,119053000,127268686,121091459,23,22,8934000,0.08,196548000,2
pair of soulwalkers,154996000,141002000,159834121,150584990,21,22,13994000,0.1,293874000,4
paladin armor,27998,21120,29968,20617,355,241,6878,0.33,1657598,7
pale worm's scalp,-1,408000,0,448000,0,6,-408001,-1.0,0,0
pan,11999000,10001000,11336266,9288650,29,20,1998000,0.2,39960000,3
pannier backpack,90000,40101,71591,39856,17,9,49899,1.24,449091,1
panpipes,142,52,141,49,25,133,90,1.73,2250,0
panther head,1999991,140000,0,0,0,0,1859991,13.29,0,0
panther paw,119999,20000,106903,14103,5,3,99999,5.0,299997,1
paralyse rune,499,413,622,397,559,179,86,0.21,15394,0
parcel,45,2,89,1,307,26,43,21.5,1118,1
part of a rune,27567,2035,41300,8591,13,14,25532,12.55,331916,0
party cake,349,5,190,5,15,9,344,68.8,3096,0
party hat,18,0,20,0,13,0,18,0,0,0
party lampions,456753,5035,0,0,0,0,451718,89.72,0,0
party wall snake,100000,1035,85000,0,4,0,98965,95.62,0,0
party wall tinsel,1901053,51000,0,0,0,0,1850053,36.28,0,0
patch of fine cloth,1490,1043,3389,1034,10,87,447,0.43,4470,1
patched boots,-1,1930,0,0,0,0,-1931,-1.0,0,0
paw amulet,-1,5,0,0,0,0,-6,-1.2,0,0
peacock feather fan,359,315,353,302,29,477,44,0.14,1276,1
peanut,10899,8751,9589,8534,85,145,2148,0.25,182580,4
pear,280,265,289,274,43,1699,15,0.06,645,0
peas,40,0,40,0,2,0,40,0,0,0
peg leg,11897,8106,10493,7980,149,222,3791,0.47,564859,2
pelvis bone,292,34,276,33,243,371,258,7.59,62694,2
pendulet,3696000,3211000,3975430,3428969,53,32,485000,0.15,15520000,1
pendulum clock kit,-1,100000,0,0,0,0,-100001,-1.0,0,0
percht broom,100000,1,0,1,0,1,99999,99999.0,0,0
percht handkerchief,78953,1,0,0,0,0,78952,78952.0,0,0
percht queen's frozen heart,32000,1000,0,1000,0,4,31000,31.0,0,0
percht skull,67685,29999,75869,38368,8,27,37686,1.26,301488,1
percht-warding torch,-1,-1,-1,-1,-1,-1,0,0,0,-1
perfect behemoth fang,8083,4462,5915,4615,295,351,3621,0.81,1068195,5
pet pig,500,500,1062,66,8,23,0,0.0,0,0
petrified scream,1998,400,1142,185,63,138,1598,4.0,100674,3
phantasmal axe,99600,50300,146368,97697,63,46,49300,0.98,2267800,2
phantasmal hair,-1,166,0,166,0,2,-167,-1.01,0,0
pharaoh banner,750,530,903,612,49,285,220,0.42,10780,1
pharaoh sword,20943000,11000288,0,11000288,0,1,9942712,0.9,0,0
phoenix charm,269614,115900,285502,131082,118,65,153714,1.33,9991410,5
phoenix egg,40000,15651,46607,15512,21,10,24349,1.56,243490,3
phoenix shield,88000,34000,83149,38125,17,13,54000,1.59,702000,1
phoenix statue,1799900,800300,1922000,825650,2,4,999600,1.25,1999200,1
physical amplification,600003,600003,1208592,620001,6,5,0,0.0,0,0
physical resilience,1090000,476128,909529,450565,14,5,613872,1.29,3069360,2
piano kit,-1,100000,0,0,0,0,-100001,-1.0,0,0
pick,165,67,157,64,2,49,98,1.46,196,0
picture,3500,0,0,0,0,0,3500,0,0,0
piece of archer armor,39,5,0,15,0,171,34,6.8,0,1
piece of cactus,25000,10,24996,0,3,0,24990,2499.0,0,0
piece of crocodile leather,16,12,15,11,22,360,4,0.33,88,0
piece of dead brain,14197,13100,14782,13322,2180,675,1097,0.08,740475,6
piece of draconian steel,3079,2322,3095,2479,140,373,757,0.33,105980,1
piece of hell steel,420,246,446,229,58,457,174,0.71,10092,2
piece of hellfire armor,363,363,826,355,3,61,0,0.0,0,1
piece of iron,4,1,2,1,3,5,3,3.0,9,1
piece of marble rock,15000,11007,8522,10713,146,267,3993,0.36,582978,3
piece of massacre's shell,699500,0,573800,0,5,0,699500,0,0,0
piece of royal satin,680,111,744,26,135,5,569,5.13,2845,0
piece of royal steel,10300,9211,10096,9221,129,353,1089,0.12,140481,0
piece of scarab shell,1110,614,1991,843,219,344,496,0.81,108624,7
piece of swampling wood,4879,3480,5323,4566,729,1267,1399,0.4,1019871,5
piece of warrior armor,45,20,33,29,8,194,25,1.25,200,1
pieces of magic chalk,300,145,266,109,25,156,155,1.07,3875,0
piercing bolt,6,4,5,3,53,116,2,0.5,106,1
pig foot,-1,87,0,52,0,15,-88,-1.01,0,0
piggy bank,1200,50,682,287,167,279,1150,23.0,192050,1
pile of grave earth,1598,602,1993,549,142,173,996,1.65,141432,4
pillow backpack,177198,130400,174619,114540,40,31,46798,0.36,1450738,2
pinata,799,1,1382,1,3,11,798,798.0,2394,0
pinch of crystal dust,10000,10,40111,10,2,1,9990,999.0,9990,0
pineapple,1000,0,999,0,3,0,1000,0,0,0
pirat's tail,175,145,164,130,8,380,30,0.21,240,1
pirate backpack,1000,53,406,50,222,93,947,17.87,88071,2
pirate bag,24,1,188,2,67,42,23,23.0,966,0
pirate boots,3998,2705,4501,2914,105,90,1293,0.48,116370,3
pirate coin,119,98,105,85,44,465,21,0.21,924,3
pirate hat,1900,552,1095,542,74,108,1348,2.44,99752,0
pirate knee breeches,795,70,4018,982,59,110,725,10.36,42775,1
pirate shirt,639,259,735,244,72,98,380,1.47,27360,0
pirate tapestry,1333,10,1117,10,11,5,1323,132.3,6615,0
pirate treasure map,-1,0,0,0,0,0,-1,0,0,0
pirate voodoo doll,494,323,545,331,203,471,171,0.53,34713,2
pirate's surprise,-1,0,0,0,0,0,-1,0,0,0
pitchfork,20,0,18,0,4,0,20,0,0,0
plague bell,14690,1030,20034,10166,51,52,13660,13.26,696660,1
plague bite,6900000,3859813,0,0,0,0,3040187,0.79,0,0
plague mask,10900,6785,13821,7481,54,54,4115,0.61,222210,3
plagueroot offshoot,669000,259000,0,233350,0,4,410000,1.58,0,0
plain carving axe,72000,0,0,0,0,0,72000,0,0,0
plain carving blade,120000,1,0,0,0,0,119999,119999.0,0,0
plain carving chopper,-1,-1,-1,-1,-1,-1,0,0,0,-1
plain carving hammer,19000,0,0,0,0,0,19000,0,0,0
plain carving mace,19000,0,0,0,0,0,19000,0,0,0
plain carving rod,-1,-1,-1,-1,-1,-1,0,0,0,-1
plain carving slayer,-1,1,0,0,0,0,-2,-2.0,0,0
plain carving wand,0,0,9000,0,1,0,0,0,0,0
plain mayhem axe,59000,0,0,0,0,0,59000,0,0,0
plain mayhem blade,59000,1,0,0,0,0,58999,58999.0,0,0
plain mayhem chopper,0,0,2000,0,1,0,0,0,0,0
plain mayhem hammer,59000,0,0,0,0,0,59000,0,0,0
plain mayhem mace,-1,-1,-1,-1,-1,-1,0,0,0,-1
plain mayhem rod,58900,5001,58900,0,1,0,53899,10.78,0,2
plain mayhem slayer,59000,1,0,0,0,0,58999,58999.0,0,0
plain mayhem wand,34000,0,0,0,0,0,34000,0,0,0
plain remedy axe,59000,0,0,0,0,0,59000,0,0,0
plain remedy blade,59000,1,0,0,0,0,58999,58999.0,0,0
plain remedy chopper,99000,0,0,0,0,0,99000,0,0,0
plain remedy hammer,-1,-1,-1,-1,-1,-1,0,0,0,-1
plain remedy mace,-1,-1,-1,-1,-1,-1,0,0,0,-1
plain remedy rod,111111,0,0,0,0,0,111111,0,0,0
plain remedy slayer,-1,1,0,0,0,0,-2,-2.0,0,0
plain remedy wand,100000,0,0,0,0,0,100000,0,0,0
plan for a makeshift armour,27875000,23557000,27875000,23557500,1,2,4318000,0.18,4318000,0
plans for a strange device,-1,0,0,0,0,0,-1,0,0,0
plasma pearls,997,83,1531,166,12,251,914,11.01,10968,0
plasmatic lightning,950,145,442,204,12,356,805,5.55,9660,1
plate,1410000,330013,0,0,0,0,1079987,3.27,0,0
plate armor,92999,89090,92951,89110,291,374,3909,0.04,1137519,0
plate legs,143,78,179,84,485,555,65,0.83,31525,3
plate shield,26,26,99,19,9,106,0,0.0,0,0
platinum amulet,2554,2435,2583,2434,422,2032,119,0.05,50218,1
plum,555711,555711,1174998,532871,4,2,0,0.0,0,0
plushie of devovorga,750000,750000,1317595,568336,5,3,0,0.0,0,1
plushie of gaz'haragoth,1798000,1200000,1999895,1005000,1,1,598000,0.5,598000,0
plushie of king tibianus,1299700,1003100,1748335,801033,5,3,296600,0.3,889800,0
plushie of lavaworm,-1,1800000,0,1800000,0,1,-1800001,-1.0,0,0
plushie of tentugly,222222,150406,212791,157974,10,7,71816,0.48,502712,1
plushie of a deepling,1199999,1000000,1199999,477767,1,4,199999,0.2,199999,0
plushie of a hydra,1249000,790000,1263950,650008,2,4,459000,0.58,918000,0
poem scroll,2000,0,3479,0,42,0,2000,0,0,0
poet's fencing quill,9000,22,9000,10,1,2,8978,408.09,8978,0
pointed rabbitslayer,15000,1,14500,1,2,1,14999,14999.0,14999,0
poison arrow,2,1,2,1,23,157,1,1.0,23,0
poison bomb rune,100,31,95,31,329,144,69,2.23,9936,0
poison dagger,799,1,0,5,0,31,798,798.0,0,0
poison field rune,7,3,7,2,53,48,4,1.33,192,0
poison salt crystal,-1,-1,-1,-1,-1,-1,0,0,0,-1
poison spider shell,38,6,0,5,0,95,32,5.33,0,1
poison wall rune,59,12,71,14,55,65,47,3.92,2585,0
poisoned fang,119,80,114,84,14,478,39,0.49,546,1
poisonous slime,45,30,46,31,41,1002,15,0.5,615,2
polar bear paw,4444,801,5535,2708,74,54,3643,4.55,196722,3
pomegranate,790,70,780,30,55,129,720,10.29,39600,2
pool of chitinous glue,252,252,467,295,8,104,0,0.0,0,0
porcelain mask,5449,1855,15573,5759,106,123,3594,1.94,380964,4
post horn,4450,1,0,1,0,8,4449,4449.0,0,0
post officer's hat,999,1,888,10,9,16,998,998.0,8982,0
pot,1000,1000,2000,1000,1,3,0,0.0,0,0
pot of blackjack,259899,219000,244975,202968,305,98,40899,0.19,4008102,2
potato,0,0,6,0,5,0,0,0,0,0
potted flower,577,0,583,0,5,0,577,0,0,0
powder herb,2490,5,1710,812,29,76,2485,497.0,72065,0
power bolt,8,3,7,4,230,294,5,1.67,1150,0
power ring,80,43,127,24,52,408,37,0.86,1924,2
precious necklace,-1,0,0,0,0,0,-1,0,0,0
premium scroll,-1,2,0,0,0,0,-3,-1.5,0,0
prepared bucket,500,50,321,62,53,48,450,9.0,21600,1
prickly pear,500,0,279,0,10,0,500,0,0,1
prismatic armor,2177,1321,3530,1671,287,180,856,0.65,154080,3
prismatic bolt,21,19,20,19,217,101,2,0.11,202,1
prismatic boots,1986,1241,3712,1393,90,74,745,0.6,55130,3
prismatic helmet,1411,388,1307,773,74,60,1023,2.64,61380,2
prismatic legs,2221,415,4136,2274,112,100,1806,4.35,180600,2
